main-captions,MSRvid,2012test,1,5,एक विमान बंद आहे.,एक एअर प्लेन बंद आहे.
main-captions,MSRvid,2012test,4,3.8,एक माणूस एक मोठा बासरी खेळत आहे.,एक माणूस बासरी वाजवत आहे.
main-captions,MSRvid,2012test,5,3.8,एक माणूस पिझ्झावर कचरा चीज पसरवित आहे.,एक माणूस शिजवलेल्या पिझ्झावर चिरलेला चीज पसरवित आहे.
main-captions,MSRvid,2012test,6,2.6,तीन पुरुष बुद्धिबळ खेळत आहेत.,दोन माणसे बुद्धिबळ खेळत आहेत.
main-captions,MSRvid,2012test,9,4.25,एक माणूस सेलो खेळत आहे.,बसलेला माणूस सेलो खेळत आहे.
main-captions,MSRvid,2012test,11,4.25,काही पुरुष भांडत आहेत.,दोन माणसे भांडत आहेत.
main-captions,MSRvid,2012test,12,0.5,एक माणूस धूम्रपान करीत आहे.,एक माणूस स्केटिंग आहे.
main-captions,MSRvid,2012test,13,1.6,माणूस पियानो खेळत आहे.,माणूस गिटार वाजवत आहे.
main-captions,MSRvid,2012test,14,2.2,एक माणूस गिटार आणि गातात खेळत आहे.,एक स्त्री ध्वनिक गिटार आणि गाणे वाजवत आहे.
main-captions,MSRvid,2012test,16,5,एखादी व्यक्ती मांजरीला कमाल मर्यादेपर्यंत फेकत आहे.,एखादी व्यक्ती मांजरीला छतावर फेकते.
main-captions,MSRvid,2012test,17,4.2,त्या माणसाने दुसर्‍या माणसाला काठीने मारले.,त्या माणसाने एका काठीने दुसर्‍या माणसाला स्पॅन्क केले.
main-captions,MSRvid,2012test,18,4.6,एक स्त्री उचलते आणि बाळ कांगारू ठेवते.,एक स्त्री उचलते आणि तिच्या हातात बाळ कांगारू ठेवते.
main-captions,MSRvid,2012test,19,3.867,एक माणूस बासरी वाजवत आहे.,एक माणूस बांबूची बासरी वाजवत आहे.
main-captions,MSRvid,2012test,20,4.667,एखादी व्यक्ती कागदाचा तुकडा दुमडत आहे.,कोणीतरी कागदाचा तुकडा दुमडत आहे.
main-captions,MSRvid,2012test,21,1.667,एक माणूस रस्त्यावर धावत आहे.,रस्त्यावर एक पांडा कुत्रा चालू आहे.
main-captions,MSRvid,2012test,22,3.75,एक कुत्रा त्याच्या पाठीवर खारवून वाळवलेले डुकराचे मांस करण्याचा प्रयत्न करीत आहे.,एक कुत्रा त्याच्या पाठीवर खारवून वाळवलेले डुकराचे मांस खाण्याचा प्रयत्न करीत आहे.
main-captions,MSRvid,2012test,25,5,ध्रुवीय अस्वल बर्फावर सरकत आहे.,एक ध्रुवीय अस्वल बर्फ ओलांडून सरकतो.
main-captions,MSRvid,2012test,26,0.5,एक स्त्री लिहित आहे.,एक स्त्री पोहत आहे.
main-captions,MSRvid,2012test,28,3.8,एक मांजर बाळाच्या चेह against ्याविरूद्ध घासत आहे.,एक मांजर बाळाच्या विरूद्ध घासत आहे.
main-captions,MSRvid,2012test,29,5,माणूस घोड्यावर स्वार होत आहे.,एक माणूस घोड्यावरुन चालत आहे.
main-captions,MSRvid,2012test,30,3.2,एक माणूस भांड्यात तेल ओततो.,एक माणूस भांड्यात वाइन ओततो.
main-captions,MSRvid,2012test,31,2.8,एक माणूस गिटार वाजवत आहे.,एक मुलगी गिटार वाजवत आहे.
main-captions,MSRvid,2012test,32,4.6,एक पांडा एक स्लाइड खाली सरकत आहे.,एक पांडा एक स्लाइड खाली सरकतो.
main-captions,MSRvid,2012test,34,3,एक स्त्री काहीतरी खात आहे.,एक स्त्री मांस खात आहे.
main-captions,MSRvid,2012test,35,5,एक स्त्री बटाटा सोलते.,एक स्त्री बटाटा सोलून आहे.
main-captions,MSRvid,2012test,38,4.8,मुलगा त्याच्या दुचाकीवरून खाली पडला.,एक मुलगा त्याच्या दुचाकीवरून खाली पडला.
main-captions,MSRvid,2012test,40,5,बाई बासरी वाजवत आहे.,एक स्त्री बासरी वाजवत आहे.
main-captions,MSRvid,2012test,42,4.2,गरुड पासून एक ससा चालू आहे.,गरुड पासून एक हरे चालू आहे.
main-captions,MSRvid,2012test,44,4.2,बाई ब्रेडड डुकराचे मांस चॉप तळत आहे.,एक स्त्री ब्रेडड डुकराचे मांस चॉप शिजत आहे.
main-captions,MSRvid,2012test,46,4,एक मुलगी पतंग उडत आहे.,धावणारी मुलगी पतंग उडवित आहे.
main-captions,MSRvid,2012test,47,4,एक माणूस मेकॅनिकल बैल चालवित आहे.,एक माणूस यांत्रिक बैल चालविला.
main-captions,MSRvid,2012test,48,4.909,माणूस गिटार वाजवत आहे.,एक माणूस गिटार वाजवत आहे.
main-captions,MSRvid,2012test,50,3,एक स्त्री इतर महिलांसह नाचत आहे आणि गात आहे.,एक महिला पावसात नाचत आहे आणि गात आहे.
main-captions,MSRvid,2012test,52,2.4,एक माणूस बन कापत आहे.,एक माणूस कांदा कापत आहे.
main-captions,MSRvid,2012test,53,4.2,एक माणूस पॅनमध्ये तेल ओतत आहे.,एक माणूस स्किलेटमध्ये तेल ओतत आहे.
main-captions,MSRvid,2012test,54,3.4,एक सिंह लोकांशी खेळत आहे.,एक सिंह दोन माणसांसह खेळत आहे.
